ticker,name,sector,index
ALPN,ALPINE IMMUNE SCIENCES INC,Health Care,Russell 2000
NTGR,NETGEAR INC,Information Technology,Russell 2000
BOC,BOSTON OMAHA CORP CLASS A,Communication,Russell 2000
BBW,BUILD A BEAR WORKSHOP INC,Consumer Discretionary,Russell 2000
AESI,ATLAS ENERGY SOLUTIONS INC CLASS A,Energy,Russell 2000
CABA,CABALETTA BIO INC,Health Care,Russell 2000
MCS,THE MARCUS CORP,Communication,Russell 2000
ELVN,ENLIVEN THERAPEUTICS INC,Health Care,Russell 2000
EBIX,EBIX INC,Information Technology,Russell 2000
BV,BRIGHTVIEW HOLDINGS INC,Industrials,Russell 2000
MODV,MODIVCARE INC,Health Care,Russell 2000
ANAB,ANAPTYSBIO INC,Health Care,Russell 2000
LUNG,PULMONX CORP,Health Care,Russell 2000
ORC,ORCHID ISLAND CAPITAL INC,Financials,Russell 2000
EU,ENCORE ENERGY CORP,Energy,Russell 2000
LYTS,LSI INDUSTRIES INC,Industrials,Russell 2000
TNGX,TANGO THERAPEUTICS INC,Health Care,Russell 2000
NBN,NORTHEAST BANK,Financials,Russell 2000
ZYME,ZYMEWORKS INC,Health Care,Russell 2000
BLBD,BLUE BIRD CORP,Industrials,Russell 2000
BLUE,BLUEBIRD BIO INC,Health Care,Russell 2000
FRPH,FRP HOLDINGS INC,Real Estate,Russell 2000
SCVL,SHOE CARNIVAL INC,Consumer Discretionary,Russell 2000
CHRS,COHERUS BIOSCIENCES INC,Health Care,Russell 2000
HCI,HCI GROUP INC,Financials,Russell 2000
APLD,APPLIED DIGITAL CORP,Information Technology,Russell 2000
GCO,GENESCO INC,Consumer Discretionary,Russell 2000
CTOS,CUSTOM TRUCK ONE SOURCE INC,Industrials,Russell 2000
GEFB,GREIF INC CLASS B,Materials,Russell 2000
HT,HERSHA HOSPITALITY REIT TRUST CLAS,Real Estate,Russell 2000
MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,Russell 2000
IHRT,IHEARTMEDIA INC CLASS A,Communication,Russell 2000
ATNI,ATN INTERNATIONAL INC,Communication,Russell 2000
SMBK,SMARTFINANCIAL INC,Financials,Russell 2000
TPC,TUTOR PERINI CORP,Industrials,Russell 2000
IDT,IDT CORP CLASS B,Communication,Russell 2000
SOI,SOLARIS OILFIELD INFRASTRUCTURE IN,Energy,Russell 2000
SHBI,SHORE BANCSHARES INC,Financials,Russell 2000
DJCO,DAILY JOURNAL CORP,Communication,Russell 2000
FORR,FORRESTER RESEARCH INC,Industrials,Russell 2000
SLGC,SOMALOGIC INC CLASS A,Health Care,Russell 2000
MAXN,MAXEON SOLAR TECHNOLOGIES LTD,Information Technology,Russell 2000
TARS,TARSUS PHARMACEUTICALS INC,Health Care,Russell 2000
ALRS,ALERUS FINANCIAL CORP,Financials,Russell 2000
AMSWA,AMERICAN SOFTWARE INC CLASS A,Information Technology,Russell 2000
MOFG,MIDWESTONE FINANCIAL GROUP INC,Financials,Russell 2000
ONL,ORION OFFICE REIT INC,Real Estate,Russell 2000
CARE,CARTER BANKSHARES INC,Financials,Russell 2000
VTNR,VERTEX ENERGY INC,Energy,Russell 2000
DAKT,DAKTRONICS INC,Information Technology,Russell 2000
GEVO,GEVO INC,Energy,Russell 2000
BMRC,BANK OF MARIN BANCORP,Financials,Russell 2000
AMCX,AMC NETWORKS CLASS A INC,Communication,Russell 2000
AVD,AMER VANGUARD CORP,Materials,Russell 2000
NNOX,NANO X IMAGING LTD,Health Care,Russell 2000
PNTG,PENNANT GROUP INC,Health Care,Russell 2000
SPFI,SOUTH PLAINS FINANCIAL INC,Financials,Russell 2000
RSI,RUSH STREET INTERACTIVE INC CLASS,Consumer Discretionary,Russell 2000
STKL,SUNOPTA INC,Consumer Staples,Russell 2000
SMR,NUSCALE POWER CORP CLASS A,Industrials,Russell 2000
ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financials,Russell 2000
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Financials,Russell 2000
LQDA,LIQUIDIA CORP,Health Care,Russell 2000
LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,Russell 2000
CLSK,CLEANSPARK INC,Information Technology,Russell 2000
LXFR,LUXFER HOLDINGS PLC,Industrials,Russell 2000
PTVE,PACTIV EVERGREEN INC,Materials,Russell 2000
MRNS,MARINUS PHARMACEUTICALS INC,Health Care,Russell 2000
IAUX,I GOLD CORP,Materials,Russell 2000
EE,EXCELERATE ENERGY INC CLASS A,Energy,Russell 2000
AMWL,AMERICAN WELL CORP CLASS A,Health Care,Russell 2000
OLP,ONE LIBERTY PROPERTIES REIT INC,Real Estate,Russell 2000
HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials,Russell 2000
OLMA,OLEMA PHARMACEUTICALS INC,Health Care,Russell 2000
CRBU,CARIBOU BIOSCIENCES INC,Health Care,Russell 2000
FLIC,FIRST OF LONG ISLAND CORP,Financials,Russell 2000
PFIS,PEOPLES FINANCIAL SERVICES CORP,Financials,Russell 2000
PHAT,PHATHOM PHARMACEUTICALS INC,Health Care,Russell 2000
MSFUT,CASH COLLATERAL MSFUT USD,Cash and/or Derivatives,Russell 2000
NN,NEXTNAV INC,Information Technology,Russell 2000
ASPN,ASPEN AEROGELS INC,Materials,Russell 2000
SLDP,SOLID POWER INC CLASS A,Consumer Discretionary,Russell 2000
ORIC,ORIC PHARMACEUTICALS INC,Health Care,Russell 2000
TRC,TEJON RANCH,Real Estate,Russell 2000
BAND,BANDWIDTH INC CLASS A,Communication,Russell 2000
AAN,AARONS COMPANY INC,Consumer Discretionary,Russell 2000
ALLO,ALLOGENE THERAPEUTICS INC,Health Care,Russell 2000
MPB,MID PENN BANCORP INC,Financials,Russell 2000
SOUN,SOUNDHOUND AI INC CLASS A,Information Technology,Russell 2000
GCMG,GCM GROSVENOR INC CLASS A,Financials,Russell 2000
STER,STERLING CHECK CORP,Industrials,Russell 2000
BSRR,SIERRA BANCORP,Financials,Russell 2000
FARO,FARO TECHNOLOGIES INC,Information Technology,Russell 2000
DOMO,DOMO INC CLASS B,Information Technology,Russell 2000
ALDX,ALDEYRA THERAPEUTICS INC,Health Care,Russell 2000
OOMA,OOMA INC,Communication,Russell 2000
VITL,VITAL FARMS INC,Consumer Staples,Russell 2000
SCU,SCULPTOR CAPITAL MANAGEMENT INC CL,Financials,Russell 2000
CSTR,CAPSTAR FINANCIAL HOLDINGS INC,Financials,Russell 2000
ITOS,ITEOS THERAPEUTICS INC,Health Care,Russell 2000
MXCT,MAXCYTE INC,Health Care,Russell 2000
LMB,LIMBACH HOLDINGS INC,Industrials,Russell 2000
LOVE,LOVESAC COMPANY,Consumer Discretionary,Russell 2000
BOWL,BOWLERO CORP CLASS A,Consumer Discretionary,Russell 2000
URGN,UROGEN PHARMA LTD,Health Care,Russell 2000
WTBA,WEST BANCORPORATION INC,Financials,Russell 2000
FIP,FTAI INFRASTRUCTURE INC,Industrials,Russell 2000
TARO,TARO PHARMACEUTICAL INDUSTRIES LTD,Health Care,Russell 2000
SMMF,SUMMIT FINANCIAL GROUP INC,Financials,Russell 2000
ARIS,ARIS WATER SOLUTIONS INC CLASS A,Industrials,Russell 2000
IRMD,IRADIMED CORP,Health Care,Russell 2000
CERS,CERUS CORP,Health Care,Russell 2000
SHCR,SHARECARE INC CLASS A,Health Care,Russell 2000
LYEL,LYELL IMMUNOPHARMA INC,Health Care,Russell 2000
WEAV,WEAVE COMMUNICATIONS INC,Information Technology,Russell 2000
AROW,ARROW FINANCIAL CORP,Financials,Russell 2000
KIND,NEXTDOOR HOLDINGS INC CLASS A,Communication,Russell 2000
BHRB,BURKE HERBERT FINANCIAL SERVICES T,Financials,Russell 2000
EGHT,8X8 INC,Information Technology,Russell 2000
SMHI,SEACOR MARINE HOLDINGS INC,Energy,Russell 2000
OPI,OFFICE PROPERTIES INCOME TRUST,Real Estate,Russell 2000
CZNC,CITIZENS AND NORTHERN CORP,Financials,Russell 2000
NRGV,ENERGY VAULT HOLDINGS INC,Industrials,Russell 2000
MGNX,MACROGENICS INC,Health Care,Russell 2000
JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary,Russell 2000
PLCE,CHILDRENS PLACE INC,Consumer Discretionary,Russell 2000
ONEW,ONEWATER MARINE CLASS A INC,Consumer Discretionary,Russell 2000
BMEA,BIOMEA FUSION INC,Health Care,Russell 2000
SFIX,STITCH FIX INC CLASS A,Consumer Discretionary,Russell 2000
EYPT,EYEPOINT PHARMACEUTICALS INC,Health Care,Russell 2000
EVGO,EVGO INC CLASS A,Consumer Discretionary,Russell 2000
TRDA,ENTRADA THERAPEUTICS INC,Health Care,Russell 2000
NRDS,NERDWALLET INC CLASS A,Financials,Russell 2000
ICPT,INTERCEPT PHARMACEUTICALS INC,Health Care,Russell 2000
ODC,OIL DRI CORPORATION OF AMERICA,Consumer Staples,Russell 2000
GPMT,GRANITE POINT MORTGAGE TRUST INC,Financials,Russell 2000
ME,23ANDME HOLDING CLASS A,Health Care,Russell 2000
NWPX,NORTHWEST PIPE,Industrials,Russell 2000
LIND,LINDBLAD EXPEDITIONS HOLDINGS INC,Consumer Discretionary,Russell 2000
TSE,TRINSEO PLC,Materials,Russell 2000
MCRB,SERES THERAPEUTICS INC,Health Care,Russell 2000
ANGO,ANGIODYNAMICS INC,Health Care,Russell 2000
OCUL,OCULAR THERAPEUTIX INC,Health Care,Russell 2000
PKE,PARK AEROSPACE CORP,Industrials,Russell 2000
MVBF,MVB FINANCIAL CORP,Financials,Russell 2000
ENTA,ENANTA PHARMACEUTICALS INC,Health Care,Russell 2000
ACNB,ACNB CORP,Financials,Russell 2000
ZIMV,ZIMVIE INC,Health Care,Russell 2000
SENEA,SENECA FOODS CORP CLASS A,Consumer Staples,Russell 2000
FWRG,FIRST WATCH RESTAURANT GROUP INC,Consumer Discretionary,Russell 2000
MYPS,PLAYSTUDIOS INC CLASS A,Communication,Russell 2000
EBTC,ENTERPRISE BANCORP INC,Financials,Russell 2000
MOND,MONDEE HOLDINGS INC CLASS A,Consumer Discretionary,Russell 2000
LPSN,LIVEPERSON INC,Information Technology,Russell 2000
XERS,XERIS BIOPHARMA HOLDINGS INC,Health Care,Russell 2000
WVE,WAVE LIFE SCIENCES LTD,Health Care,Russell 2000
FSBC,FIVE STAR BANCORP,Financials,Russell 2000
STRO,SUTRO BIOPHARMA INC,Health Care,Russell 2000
FNKO,FUNKO INC CLASS A,Consumer Discretionary,Russell 2000
WEST,WESTROCK COFFEE,Consumer Staples,Russell 2000
SKWD,SKYWARD SPECIALTY INSURANCE GROUP,Financials,Russell 2000
FISI,FINANCIAL INSTITUTIONS INC,Financials,Russell 2000
HLVX,HILLEVAX INC,Health Care,Russell 2000
ACDC,PROFRAC HOLDING CLASS A CORP,Energy,Russell 2000
REPX,RILEY EXPLORATION PERMIAN INC,Energy,Russell 2000
PSTL,POSTAL REALTY TRUST INC CLASS A,Real Estate,Russell 2000
ZUMZ,ZUMIEZ INC,Consumer Discretionary,Russell 2000
SVRA,SAVARA INC,Health Care,Russell 2000
GLRE,GREENLIGHT CAPITAL LTD CLASS A,Financials,Russell 2000
EOSE,EOS ENERGY ENTERPRISES INC CLASS A,Industrials,Russell 2000
AURA,AURA BIOSCIENCES INC,Health Care,Russell 2000
IPI,INTREPID POTASH INC,Materials,Russell 2000
RMAX,RE MAX HOLDINGS INC CLASS A,Real Estate,Russell 2000
BW,BABCOCK AND WILCOX ENTERPRISES INC,Industrials,Russell 2000
LOCO,EL POLLO LOCO INC,Consumer Discretionary,Russell 2000
HBT,HBT FINANCIAL INC,Financials,Russell 2000
SES,SES AI CORP CLASS A,Industrials,Russell 2000
SEMR,SEMRUSH HOLDINGS INC CLASS A,Information Technology,Russell 2000
CIVB,CIVISTA BANCSHARES INC,Financials,Russell 2000
VNDA,VANDA PHARMACEUTICALS INC,Health Care,Russell 2000
NXDT,NEXPOINT DIVERSIFIED REAL ESTATE T,Real Estate,Russell 2000
ASRT,ASSERTIO HOLDINGS INC,Health Care,Russell 2000
OFLX,OMEGA FLEX INC,Industrials,Russell 2000
EWTX,EDGEWISE THERAPEUTICS INC,Health Care,Russell 2000
HLLY,HOLLEY INC,Consumer Discretionary,Russell 2000
UTMD,UTAH MEDICAL PRODUCTS INC,Health Care,Russell 2000
PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Health Care,Russell 2000
ANIK,ANIKA THERAPEUTICS INC,Health Care,Russell 2000
SPOK,SPOK HOLDINGS INC,Communication,Russell 2000
AMPY,AMPLIFY ENERGY CORP,Energy,Russell 2000
CNSL,CONSOLIDATED COMMUNICATIONS HOLDIN,Communication,Russell 2000
DXLG,DESTINATION XL GROUP INC,Consumer Discretionary,Russell 2000
GNTY,GUARANTY BANCSHARES INC,Financials,Russell 2000
HBCP,HOME BANCORP INC,Financials,Russell 2000
GNE,GENIE ENERGY LTD CLASS B,Utilities,Russell 2000
NETI,ENETI INC,Industrials,Russell 2000
AVNW,AVIAT NETWORKS INC,Information Technology,Russell 2000
INSE,INSPIRED ENTERTAINMENT INC,Consumer Discretionary,Russell 2000
WLDN,WILLDAN GROUP INC,Industrials,Russell 2000
CVGI,COMMERCIAL VEHICLE GROUP INC,Industrials,Russell 2000
ADV,ADVANTAGE SOLUTIONS INC CLASS A,Communication,Russell 2000
PETS,PETMED EXPRESS INC,Consumer Discretionary,Russell 2000
PACK,RANPAK HOLDINGS CORP CLASS A,Materials,Russell 2000
FBIZ,FIRST BUSINESS FINANCIAL SERVICES,Financials,Russell 2000
VYGR,VOYAGER THERAPEUTICS INC,Health Care,Russell 2000
HNRG,HALLADOR ENERGY,Energy,Russell 2000
FNLC,FIRST BANCORP INC,Financials,Russell 2000
KALV,KALVISTA PHARMACEUTICALS INC,Health Care,Russell 2000
PMVP,PMV PHARMACEUTICALS INC,Health Care,Russell 2000
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,Consumer Discretionary,Russell 2000
ARAY,ACCURAY INC,Health Care,Russell 2000
ALTG,ALTA EQUIPMENT GROUP INC CLASS A,Industrials,Russell 2000
SFST,SOUTHERN FIRST BANCSHARES INC,Financials,Russell 2000
AVIR,ATEA PHARMACEUTICALS INC,Health Care,Russell 2000
NRDY,NERDY INC CLASS A,Consumer Discretionary,Russell 2000
TSP,TUSIMPLE HOLDINGS INC CLASS A,Industrials,Russell 2000
FMAO,FARMERS AND MERCHANTS BANCORP INC,Financials,Russell 2000
ORRF,ORRSTOWN FINANCIAL SERVICES INC,Financials,Russell 2000
BWMN,BOWMAN CONSULTING GROUP LTD,Industrials,Russell 2000
UIS,UNISYS CORP,Information Technology,Russell 2000
WSBF,WATERSTONE FINANCIAL INC,Financials,Russell 2000
MCBC,MACATAWA BANK CORP,Financials,Russell 2000
ABUS,ARBUTUS BIOPHARMA CORP,Health Care,Russell 2000
BCML,BAYCOM CORP,Financials,Russell 2000
AGS,PLAYAGS INC,Consumer Discretionary,Russell 2000
BFLY,BUTTERFLY NETWORK INC CLASS A,Health Care,Russell 2000
ASTS,AST SPACEMOBILE INC CLASS A,Communication,Russell 2000
BLFY,BLUE FOUNDRY BANCORP,Financials,Russell 2000
RBB,RBB BANCORP,Financials,Russell 2000
HUMA,HUMACYTE INC,Health Care,Russell 2000
KODK,EASTMAN KODAK,Information Technology,Russell 2000
DSGR,DISTRIBUTION SOLUTIONS GROUP INC,Industrials,Russell 2000
TWOU,2U INC,Consumer Discretionary,Russell 2000
RLGT,RADIANT LOGISTIC INC,Industrials,Russell 2000
TDUP,THREDUP INC CLASS A,Consumer Discretionary,Russell 2000
TCBX,THIRD COAST BANCSHARES INC,Financials,Russell 2000
BWB,BRIDGEWATER BANCSHARES INC,Financials,Russell 2000
REI,RING ENERGY INC,Energy,Russell 2000
MVST,MICROVAST HOLDINGS INC,Industrials,Russell 2000
EVA,ENVIVA INC,Energy,Russell 2000
FRBA,FIRST BANK,Financials,Russell 2000
RBBN,RIBBON COMMUNICATIONS INC,Information Technology,Russell 2000
CMTL,COMTECH TELECOMMUNICATIONS CORP,Information Technology,Russell 2000
TAST,CARROLS RESTAURANT GROUP INC,Consumer Discretionary,Russell 2000
BRT,BRT APARTMENTS CORP,Real Estate,Russell 2000
REFI,CHICAGO ATLANTIC REAL ESTATE FINAN,Financials,Russell 2000
CGEM,CULLINAN ONCOLOGY INC,Health Care,Russell 2000
QSI,QUANTUM SI INC CLASS A,Health Care,Russell 2000
AGTI,AGILITI INC,Health Care,Russell 2000
FRST,PRIMIS FINANCIAL CORP,Financials,Russell 2000
INOD,INNODATA INC,Industrials,Russell 2000
RM,REGIONAL MANAGEMENT CORP,Financials,Russell 2000
VUZI,VUZIX CORP,Information Technology,Russell 2000
PRTS,CARPARTS COM INC,Consumer Discretionary,Russell 2000
ONTF,ON24 INC,Information Technology,Russell 2000
OSG,OVERSEAS SHIPHOLDING GROUP INC CLA,Energy,Russell 2000
EVCM,EVERCOMMERCE INC,Information Technology,Russell 2000
GRND,GRINDR CORP,Financials,Russell 2000
DGICA,DONEGAL GROUP INC CLASS A,Financials,Russell 2000
NRIM,NORTHRIM BANCORP INC,Financials,Russell 2000
AXGN,AXOGEN INC,Health Care,Russell 2000
LMNR,LIMONEIRA,Consumer Staples,Russell 2000
RRBI,RED RIVER BANCSHARES INC,Financials,Russell 2000
TCX,TUCOWS INC,Information Technology,Russell 2000
SMMT,SUMMIT THERAPEUTICS INC,Health Care,Russell 2000
ENFN,ENFUSION INC CLASS A,Information Technology,Russell 2000
CIO,CITY OFFICE REIT INC,Real Estate,Russell 2000
TERN,TERNS PHARMACEUTICALS INC,Health Care,Russell 2000
ULCC,FRONTIER GROUP HOLDINGS INC,Industrials,Russell 2000
FRGE,FORGE GLOBAL HOLDINGS INC,Financials,Russell 2000
NVTA,INVITAE CORP,Health Care,Russell 2000
DSKE,DASEKE INC,Industrials,Russell 2000
EPM,EVOLUTION PETROLEUM CORP,Energy,Russell 2000
EXFY,EXPENSIFY INC CLASS A,Information Technology,Russell 2000
PINE,ALPINE INCOME PROPERTY TRUST INC,Real Estate,Russell 2000
EVC,ENTRAVISION COMMUNICATIONS CORP CL,Communication,Russell 2000
ERAS,ERASCA INC,Health Care,Russell 2000
JMSB,JOHN MARSHALL BANCORP INC,Financials,Russell 2000
CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,Russell 2000
FF,FUTUREFUEL CORP,Materials,Russell 2000
BCBP,BCB BANCORP INC,Financials,Russell 2000
SB,SAFE BULKERS INC,Industrials,Russell 2000
TSBK,TIMBERLAND BANCORP INC,Financials,Russell 2000
CPSI,COMPUTER PROGRAMS AND SYSTEMS INC,Health Care,Russell 2000
RDVT,RED VIOLET INC,Information Technology,Russell 2000
NUVB,NUVATION BIO INC CLASS A,Health Care,Russell 2000
OBT,ORANGE COUNTY BANCORP INC,Financials,Russell 2000
VMD,VIEMED HEALTHCARE INC,Health Care,Russell 2000
CBAN,COLONY BANKCORP INC,Financials,Russell 2000
SIGA,SIGA TECHNOLOGIES INC,Health Care,Russell 2000
FATE,FATE THERAPEUTICS INC,Health Care,Russell 2000
UNTY,UNITY BANCORP INC,Financials,Russell 2000
GRWG,GROWGENERATION CORP,Consumer Discretionary,Russell 2000
ATXS,ASTRIA THERAPEUTICS INC,Health Care,Russell 2000
FET,FORUM ENERGY TECHNOLOGIES INC,Energy,Russell 2000
TRUE,TRUECAR INC,Communication,Russell 2000
GCBC,GREENE COUNTY BANCORP INC,Financials,Russell 2000
CZFS,CITIZENS FINANCIAL SERVICES INC,Financials,Russell 2000
AFCG,AFC GAMMA INC,Financials,Russell 2000
SCPH,SCPHARMACEUTICALS INC,Health Care,Russell 2000
EBS,EMERGENT BIOSOLUTIONS INC,Health Care,Russell 2000
ICVX,ICOSAVAX INC,Health Care,Russell 2000
PGEN,PRECIGEN INC,Health Care,Russell 2000
TYRA,TYRA BIOSCIENCES INC,Health Care,Russell 2000
RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,Russell 2000
PCYO,PURE CYCLE CORP,Utilities,Russell 2000
NATR,NATURES SUNSHINE PRODUCTS INC,Consumer Staples,Russell 2000
BBCP,CONCRETE PUMPING HOLDINGS INC,Industrials,Russell 2000
OB,OUTBRAIN INC,Communication,Russell 2000
PCB,PCB BANCORP,Financials,Russell 2000
FVCB,FVCBANKCORP INC,Financials,Russell 2000
GBIO,GENERATION BIO,Health Care,Russell 2000
CLAR,CLARUS CORP,Consumer Discretionary,Russell 2000
DOUG,DOUGLAS ELLIMAN INC,Real Estate,Russell 2000
IBEX,IBEX LTD,Industrials,Russell 2000
OVID,OVID THERAPEUTICS INC,Health Care,Russell 2000
LAW,CS DISCO INC,Information Technology,Russell 2000
HMST,HOMESTREET INC,Financials,Russell 2000
PKBK,PARKE BANCORP INC,Financials,Russell 2000
QIPT,QUIPT HOME MEDICAL CORP,Health Care,Russell 2000
FDBC,FIDELITY D AND D BANCORP INC,Financials,Russell 2000
MGTX,MEIRAGTX HOLDINGS PLC,Health Care,Russell 2000
KRO,KRONOS WORLDWIDE INC,Materials,Russell 2000
OMER,OMEROS CORP,Health Care,Russell 2000
TSVT,2SEVENTY BIO INC,Health Care,Russell 2000
BHR,BRAEMAR HOTELS RESORTS INC,Real Estate,Russell 2000
ORGO,ORGANOGENESIS HOLDINGS INC CLASS A,Health Care,Russell 2000
HOFT,HOOKER FURNISHINGS CORP,Consumer Discretionary,Russell 2000
YMAB,Y MABS THERAPEUTICS INC,Health Care,Russell 2000
POWW,AMMO INC,Consumer Discretionary,Russell 2000
LUNA,LUNA INNOVATIONS INC,Information Technology,Russell 2000
HYLN,HYLIION HOLDINGS CORP CLASS A,Industrials,Russell 2000
ITIC,INVESTORS TITLE,Financials,Russell 2000
GLUE,MONTE ROSA THERAPEUTICS INC,Health Care,Russell 2000
EHTH,EHEALTH INC,Financials,Russell 2000
BLNK,BLINK CHARGING,Industrials,Russell 2000
RIGL,RIGEL PHARMACEUTICALS INC,Health Care,Russell 2000
BLDE,BLADE AIR MOBILITY INC CLASS A,Industrials,Russell 2000
METCV,RAMACO RESOURCES INC CLASS A,Materials,Russell 2000
SPRY,ARS PHARMACEUTICALS INC,Health Care,Russell 2000
VLGEA,VILLAGE SUPER MARKET INC CLASS A,Consumer Staples,Russell 2000
CMPX,COMPASS THERAPEUTICS,Health Care,Russell 2000
CBNK,CAPITAL BANCORP INC,Financials,Russell 2000
IBRX,IMMUNITYBIO INC,Health Care,Russell 2000
NWFL,NORWOOD FINANCIAL CORP,Financials,Russell 2000
PBPB,POTBELLY CORP,Consumer Discretionary,Russell 2000
FLWS,1-800 FLOWERS.COM INC CLASS A,Consumer Discretionary,Russell 2000
BWFG,BANKWELL FINANCIAL GROUP INC,Financials,Russell 2000
LEGH,LEGACY HOUSING CORP,Consumer Discretionary,Russell 2000
ALCO,ALICO INC,Consumer Staples,Russell 2000
JANX,JANUX THERAPEUTICS INC,Health Care,Russell 2000
TREE,LENDINGTREE INC,Financials,Russell 2000
SSTI,SOUNDTHINKING INC,Information Technology,Russell 2000
VRA,VERA BRADLEY INC,Consumer Discretionary,Russell 2000
EGRX,EAGLE PHARMACEUTICALS INC,Health Care,Russell 2000
ULH,UNIVERSAL LOGISTICS INC,Industrials,Russell 2000
MAX,MEDIAALPHA INC CLASS A,Communication,Russell 2000
DNMR,DANIMER SCIENTIFIC INC CLASS A,Materials,Russell 2000
BARK,BARK INC,Consumer Discretionary,Russell 2000
NECB,NORTHEAST COMMUNITY BANCORP INC,Financials,Russell 2000
MBCN,MIDDLEFIELD BANC CORP,Financials,Russell 2000
LNZA,LANZATECH GLOBAL INC,Industrials,Russell 2000
NEXT,NEXTDECADE CORP,Energy,Russell 2000
CRMD,CORMEDIX INC,Health Care,Russell 2000
CMAX,CAREMAX INC CLASS A,Health Care,Russell 2000
CVRX,CVRX INC,Health Care,Russell 2000
INTT,INTEST CORP,Information Technology,Russell 2000
ATNM,ACTINIUM PHARMACEUTICALS INC,Health Care,Russell 2000
STHO,STAR HOLDINGS SHARES OF BENEFICIAL,Real Estate,Russell 2000
OCN,OCWEN FINANCIAL CORP,Financials,Russell 2000
ASUR,ASURE SOFTWARE INC,Industrials,Russell 2000
MYFW,FIRST WESTERN FINANCIAL INC,Financials,Russell 2000
PANL,PANGAEA LOGISTICS SOLUTIONS LTD,Industrials,Russell 2000
SRRK,SCHOLAR ROCK HOLDING CORP,Health Care,Russell 2000
SEAT,VIVID SEATS INC CLASS A,Communication,Russell 2000
MLYS,MINERALYS THERAPEUTICS INC,Health Care,Russell 2000
BIG,BIG LOTS INC,Consumer Discretionary,Russell 2000
BGFV,BIG SPORTING GOODS CORP,Consumer Discretionary,Russell 2000
RRGB,RED ROBIN GOURMET BURGERS INC,Consumer Discretionary,Russell 2000
III,INFORMATION SERVICES GROUP INC,Information Technology,Russell 2000
CUTR,CUTERA INC,Health Care,Russell 2000
NREF,NEXPOINT REAL ESTATE FINANCE INC,Financials,Russell 2000
NAUT,NAUTILUS BIOTECHNOLGY INC,Health Care,Russell 2000
ZVRA,ZEVRA THERAPEUTICS INC,Health Care,Russell 2000
RLYB,RALLYBIO CORP,Health Care,Russell 2000
CLMB,CLIMB GLOBAL SOLUTIONS INC,Information Technology,Russell 2000
ALLK,ALLAKOS INC,Health Care,Russell 2000
TLYS,TILLYS INC CLASS A,Consumer Discretionary,Russell 2000
SAMG,SILVERCREST ASSET MANAGEMENT GROUP,Financials,Russell 2000
CVLY,CODORUS VALLEY BANCORP INC,Financials,Russell 2000
CRDA,CRAWFORD CLASS A,Financials,Russell 2000
SLQT,SELECTQUOTE INC,Financials,Russell 2000
STRS,STRATUS PROPERTIES INC,Real Estate,Russell 2000
PLBC,PLUMAS BANCORP,Financials,Russell 2000
LBC,LUTHER BURBANK CORP,Financials,Russell 2000
QUAD,QUAD GRAPHICS INC CLASS A,Industrials,Russell 2000
BTBT,BIT DIGITAL INC,Information Technology,Russell 2000
ZYXI,ZYNEX INC,Health Care,Russell 2000
TTSH,TILE SHOP HOLDINGS INC,Consumer Discretionary,Russell 2000
HPK,HIGHPEAK ENERGY INC,Energy,Russell 2000
HEAR,TURTLE BEACH CORP,Information Technology,Russell 2000
HRT,HIRERIGHT HOLDINGS CORP,Industrials,Russell 2000
FHTX,FOGHORN THERAPEUTICS,Health Care,Russell 2000
HFFG,HF FOODS GROUP INC,Consumer Staples,Russell 2000
ATLC,ATLANTICUS HOLDINGS CORP,Financials,Russell 2000
FLL,FULL HOUSE RESORTS INC,Consumer Discretionary,Russell 2000
FSBW,FS BANCORP INC,Financials,Russell 2000
SGMO,SANGAMO THERAPEUTICS INC,Health Care,Russell 2000
NATH,NATHANS FAMOUS INC,Consumer Discretionary,Russell 2000
ATLO,AMES NATIONAL CORP,Financials,Russell 2000
TNYA,TENAYA THERAPEUTICS INC,Health Care,Russell 2000
SEER,SEER INC CLASS A,Health Care,Russell 2000
BRCC,BRC INC CLASS A,Consumer Staples,Russell 2000
CDZI,CADIZ INC,Utilities,Russell 2000
IMMR,IMMERSION CORP,Information Technology,Russell 2000
PDSB,PDS BIOTECHNOLOGY CORP,Health Care,Russell 2000
BCOV,BRIGHTCOVE INC,Information Technology,Russell 2000
TPIC,TPI COMPOSITES INC,Industrials,Russell 2000
TIO,TINGO GROUP INC,Communication,Russell 2000
ORGN,ORIGIN MATERIALS INC CLASS A,Materials,Russell 2000
INZY,INOZYME PHARMA INC,Health Care,Russell 2000
NOTE,FISCALNOTE HOLDINGS INC CLASS A,Industrials,Russell 2000
ITI,ITERIS INC,Information Technology,Russell 2000
HBIO,HARVARD BIOSCIENCE INC,Health Care,Russell 2000
SNPO,SNAP ONE HOLDINGS CORP,Consumer Discretionary,Russell 2000
